Partition,Algorithm,BlendWeight,BuildTime,TestTime,NUsers,NAttempted,NGood,Coverage,RMSE.ByUser,RMSE.ByRating,Predict.nDCG,TopN.nDCG,MAP,MRR
3,ii-svd-blend,0.4,0.171,424.885,172,860,860,1.0,0.7102165056453664,0.7835396175491474,0.9730008754978606,0.049878626518961196,0.07126218708032553,0.07631302856670052
3,svd,,27.174,1.104,172,860,860,1.0,0.7251519715544119,0.8041590671010299,0.9707665701665735,0.0589683558132213,0.0881199772942319,0.09933285195187401
1,ii-svd-blend,0.4,0.75,444.99,173,865,865,1.0,0.7038610019037995,0.7907309647129962,0.972921811747063,0.04333524050042953,0.062041000768960713,0.06674296521765472
3,lucene-svd-blend,0.1,0.10400000000000001,272.315,172,860,860,1.0,0.7335467727296036,0.8165245250000928,0.9717398875041501,0.03964353621392048,0.05727428608143562,0.0596895294867611
2,lucene,,0.023,36.738,173,865,846,0.9780346820809248,0.7066795058919128,0.7857071006426787,0.9595677512482895,0.01913091002282005,0.025657619426611357,0.025657619426611357
3,ii-svd-blend,0.3,0.18,425.821,172,860,860,1.0,0.7114401298511325,0.7846775043410393,0.972163234826319,0.046526713890170664,0.06569762830639045,0.07190112561517088
3,lucene-svd-blend,0,0.101,268.85200000000003,172,860,860,1.0,0.7435491809519263,0.828370742113967,0.9707770947618861,0.035510476854211714,0.05145315281913744,0.05139548902220606
2,ii,,39.622,99.301,173,865,865,1.0,0.6940677937097747,0.7698129392198597,0.9700684630754071,0.025870584139465594,0.040497673929329826,0.0395669519003419
3,ii-svd-blend,0.2,0.179,421.728,172,860,860,1.0,0.7134583863470279,0.7866396001897875,0.9722428323756077,0.04387194110333032,0.060721273312035626,0.06747892704301357
3,ii-svd-blend,0.1,0.183,424.25600000000003,172,860,860,1.0,0.7162651171012916,0.7894197594262923,0.9709224917452881,0.0384678234630641,0.05474272648636862,0.06010394073951174
1,lucene-svd-blend,0.4,0.171,280.254,173,865,865,1.0,0.7039837517365582,0.8025804480647231,0.97101607197348,0.0491173513518786,0.06953311805442808,0.0703715114038721
3,ii-svd-blend,0,0.178,423.71000000000004,172,860,860,1.0,0.7198473541035216,0.7930093781139226,0.9709731388665434,0.03330735840789335,0.043198064005897534,0.04617459116770621
2,lucene-svd-blend,0.9,10.476,274.838,173,865,865,1.0,0.706646896120569,0.7841016663393663,0.9717671958002082,0.03936759469584403,0.0683383464013019,0.07101957653917945
2,lucene-svd-blend,1.0,52.784,275.0,173,865,865,1.0,0.7136687531441085,0.7916620890921701,0.9717793978236016,0.03957152395113972,0.0642579079388058,0.06996175991777903
2,lucene-svd-blend,0.8,0.091,282.959,173,865,865,1.0,0.7010601005508126,0.7781496020414014,0.9719857373448975,0.041303961101525934,0.06815311365016397,0.07305571400758634
2,ii-svd-blend,1.0,42.368,479.44800000000004,173,865,865,1.0,0.7136687531441085,0.7916620890921701,0.9717793978236016,0.03957152395113972,0.0642579079388058,0.06996175991777903
2,ii-svd-blend,0.9,0.187,479.422,173,865,865,1.0,0.7086517956213223,0.7858050308029229,0.9717940497124875,0.03948914589292732,0.0629767889438727,0.06701634841821479
2,lucene-svd-blend,0.7,0.163,393.991,173,865,865,1.0,0.6969394602469576,0.7738430094721026,0.9717025761737422,0.041178498373355694,0.07021018915880833,0.07530383012697477
2,lucene-svd-blend,0.6,0.09,426.802,173,865,865,1.0,0.6942871534647798,0.7712094550841021,0.9718500009356886,0.04058678335368346,0.06358971537629304,0.07132490484684315
2,ii-svd-blend,0.8,0.17500000000000002,591.566,173,865,865,1.0,0.7042807078032532,0.780733794398248,0.9726582775534797,0.04003295578224478,0.0645358564455145,0.06798193295517484
1,ii-svd-blend,0.5,0.399,668.596,173,865,865,1.0,0.7036158601933151,0.7913990138792206,0.9729012311359149,0.04505675004229365,0.06597078452238515,0.07186398573350543
2,ii-svd-blend,0.7,0.178,760.1030000000001,173,865,865,1.0,0.7005741903544667,0.7764637770988992,0.9722713750807013,0.04037019012970879,0.07007775612501894,0.07145152686295154
2,lucene-svd-blend,0.5,0.249,559.5310000000001,173,865,865,1.0,0.6930801150095351,0.7702660995162797,0.9714173563948143,0.03631254716420205,0.058575288741180946,0.05809191348141384
2,ii-svd-blend,0.6,0.216,802.586,173,865,865,1.0,0.6975483576307653,0.7730082565722004,0.9717680228548796,0.040726397319402544,0.06904828193156545,0.07212857806783968
2,lucene-svd-blend,0.4,0.294,554.942,173,865,865,1.0,0.6932815788150858,0.7710191467580801,0.9717729577490816,0.03238020059041726,0.05131941410793544,0.054579732534058546
2,lucene-svd-blend,0.3,0.271,561.357,173,865,865,1.0,0.6948516999354702,0.7734636419520441,0.9707448090483409,0.03152195995455722,0.050457335983916315,0.05235934534257308
2,ii-svd-blend,0.5,0.424,869.8870000000001,173,865,865,1.0,0.6952157462865649,0.7703781931374984,0.9707239354321114,0.03860255571759512,0.06591381797861033,0.06927769243012505
1,lucene-svd-blend,0.5,0.488,568.806,173,865,865,1.0,0.7016990834048669,0.7989571619750779,0.9714891082988384,0.052005057105001036,0.07198879543507919,0.07085999767396177
2,ii-svd-blend,0.4,0.502,872.9780000000001,173,865,865,1.0,0.6935842931080534,0.7685820609054709,0.970102042810302,0.03575528653247995,0.06262945846078206,0.06729598425579532
2,lucene-svd-blend,0.2,0.096,542.696,173,865,865,1.0,0.697753531583593,0.7775836330109521,0.9701594458994425,0.02396274291188297,0.039830048677379506,0.039830048677379506
2,svd,,49.716,1.705,173,865,865,1.0,0.7105783199688848,0.7897530353808342,0.9718078265818738,0.03409289968551017,0.05277116175212761,0.05535577646164807
2,lucene-svd-blend,0.1,0.312,543.606,173,865,865,1.0,0.7019560032585628,0.7833526839054874,0.9703016145344894,0.021927593551737103,0.03690746700114963,0.03690746700114963
1,lucene,,0.114,72.047,173,865,834,0.9641618497109826,0.727778295111361,0.8362434676498426,0.950196936926034,0.030954716986553752,0.04198023462545913,0.042861354744128236
1,ii,,0.638,189.08100000000002,173,865,865,1.0,0.71343504016651,0.7976901039094835,0.9724483207594516,0.032577706598786636,0.04584518665099025,0.047419872401976586
2,lucene-svd-blend,0,0.267,540.802,173,865,865,1.0,0.7074359454017198,0.7907347017729642,0.970175938100673,0.01913091002282005,0.025657619426611357,0.025657619426611357
2,ii-svd-blend,0.3,0.241,867.439,173,865,865,1.0,0.6926568761020747,0.7676257137306601,0.9704662749142654,0.033497886119738446,0.059271541366104005,0.06215936480538879
2,ii-svd-blend,0.2,0.34600000000000003,871.956,173,865,865,1.0,0.692431861149097,0.767512290824199,0.9708480289444107,0.031982130868973425,0.05206085145807582,0.05278989120445659
2,ii-svd-blend,0.1,0.485,847.1800000000001,173,865,865,1.0,0.6929043930783014,0.7682421655329879,0.9697503021999945,0.029510039612194536,0.043710962042665946,0.04342741713717198
1,ii-svd-blend,0.6,0.8220000000000001,873.436,173,865,865,1.0,0.7042300042935642,0.7930305923223901,0.9721567188081668,0.048788986192814805,0.06864115000847548,0.07239646822911164
1,lucene-svd-blend,1.0,0.41300000000000003,547.9540000000001,173,865,865,1.0,0.7152222478698413,0.8090239865982966,0.9688690292834795,0.05163671712586898,0.07682643377658303,0.07826237715578774
2,ii-svd-blend,0,0.453,847.356,173,865,865,1.0,0.6940677937097747,0.7698129392198597,0.9700684630754071,0.025870584139465594,0.040497673929329826,0.0395669519003419
1,lucene-svd-blend,0.9,0.427,553.778,173,865,865,1.0,0.7092921150000921,0.8032779740050703,0.9699907604523531,0.05492707004727749,0.08469502161443479,0.08483189569626332
1,lucene-svd-blend,0.8,0.459,527.395,173,865,865,1.0,0.7049372770451244,0.7993776475576619,0.970620279049014,0.055439808172488766,0.08820150145294653,0.0880687440369521
1,ii-svd-blend,1.0,0.9430000000000001,809.618,173,865,865,1.0,0.7152222478698413,0.8090239865982966,0.9688690292834795,0.05163671712586898,0.07682643377658303,0.07826237715578774
1,ii-svd-blend,0.9,0.971,776.306,173,865,865,1.0,0.7112036548807362,0.803630491826088,0.9692884161024167,0.05125330037395353,0.07457859897380614,0.07844171647514193
1,lucene-svd-blend,0.6,0.329,436.345,173,865,865,1.0,0.701108811812513,0.7972095991579704,0.9709613093022612,0.05681528427432909,0.08426316103032756,0.08663342969777407
1,lucene-svd-blend,0.7,0.303,404.21000000000004,173,865,865,1.0,0.702197540104327,0.7973500928518138,0.9709406068544112,0.05818851270774744,0.09103937073057267,0.09285412681643626
1,ii-svd-blend,0.8,0.757,684.019,173,865,865,1.0,0.7080279988124621,0.7991572463983668,0.9706532093617216,0.05018277698591761,0.07070533740306625,0.07589632656804386
1,ii-svd-blend,0.7,0.865,525.534,173,865,865,1.0,0.7057018599296194,0.7956197723325759,0.9723436053652886,0.048234988320842276,0.06840167647979864,0.07410568430468373
